destination_name,author,rating,review_text,cleaned_text,sentiment_label,sentiment_name
Kampung Sumber Alam Garut,Ismunanto Drs,4.0,Banyak nyamuk di dalam kamar.,nyamuk kamar,2,Positif
Kampung Sumber Alam Garut,Atika Nurina,5.0,"Tempatnya benar2 nyaman, kamar bersih, pelayanannya baik dan ramah sekali.. Pemandangannya MasyaAllah indah banget karena bisa lihat gunung Guntur langsung, udah gitu airnya hangat juga ada kolam renangnya air hangat, plus ada tempat untuk bermain anak2.. Makanannya enak enak 😍🫶🏻 semoga nanti bisa kesini lagii~ …",tempat benar2 nyaman kamar bersih layan ramah pandang masyaallah indah lihat gunung guntur langsung udah gitu air hangat kolam renang air hangat plus main anak2 makan enak enak moga kesini lagi,2,Positif
Kampung Sumber Alam Garut,Pira Sonda,5.0,"Saya puas dengan pelayanan di KSA. Saya kehilangan sepatu kets, dan mereka mau bantu sampai check CCTV yg menunjukkan sepatu saya tertinggal di tempat lain. Ternyata di resto luar hotel dan ketemu! …",puas layan ksa hilang sepatu kets bantu check cctv sepatu tinggal resto hotel ketemu,2,Positif
Kampung Sumber Alam Garut,Dadang Akbar,5.0,Berenang dan berendam,renang rendam,2,Positif
Kampung Sumber Alam Garut,Yongfi Efrida,5.0,"Suhu airnya pas,tapi ada juga yang panas...tidak berbau,....tempat ganti pakaian/loker room nya lumayan bersih. View-nya lumayan bagus,...",suhu air pas panas bau ganti pakai loker room nya lumayan bersih view nya lumayan bagus,2,Positif
Kampung Sumber Alam Garut,lesta sentosa,5.0,"Nyaman untuk malam liat citylight,harga makanan terjangkau,minuman juga kemarin aku pesen kopi dan greentea enak",nyaman malam liat citylight harga makan jangkau minum kemarin sen kopi greentea enak,2,Positif
Kampung Sumber Alam Garut,Astuti Dias,5.0,Staycation terbaik ada di sana.,staycation baik,2,Positif
Kampung Sumber Alam Garut,Jamie Hargreaves,5.0,Pelayanan luar biasa. Pemandangan indah. Surga di bumi 😁 …,layan pandang indah surga bumi,2,Positif
Kampung Sumber Alam Garut,Diki Surya pratama,5.0,Sangat bagus dan nyaman,bagus nyaman,2,Positif
Kampung Sumber Alam Garut,Vic Dungor,5.0,Asri,asri,2,Positif
Kampung Sumber Alam Garut,Curiosity28255721630,5.0,"Staf yang ramah, makan siang yang lezat dan bervariasi dalam suasana yang menawan, semuanya sempurna, terima kasih Veny atas pelayanannya dan sambutannya 💕 …",staf ramah makan siang lezat variasi suasana tawan sempurna terima kasih veny layan sambut,2,Positif
Kampung Sumber Alam Garut,Pebriani Utaminingsih,5.0,"Babakan siluhur room Water heater nya tidak nyala, kolam renangnya juga airnya tidak hangat. Untuk breakfast & view lumayan. Area outdoor luas cocok buat acara gathering kantor",babakan siluhur room water heater nya nyala kolam renang air hangat breakfast view lumayan area outdoor luas cocok acara gathering kantor,2,Positif
Kampung Sumber Alam Garut,Aririn Prameswari,5.0,Hotel dengan sumber air panas alami cocok utk keluarga,hotel sumber air panas alami cocok keluarga,2,Positif
Kampung Sumber Alam Garut,andre hilman,5.0,"Tempat yang bagus untuk staycation, menikmati air panas alami bersama keluarga. Harganya wajar.",bagus staycation nikmat air panas alami keluarga harga wajar,2,Positif
Kampung Sumber Alam Garut,S H,4.0,"Pemandangan bagus, suasana luar biasa. Sarapan biasa saja, 7 dari 10.",pandang bagus suasana sarap 7 10,2,Positif
Kampung Sumber Alam Garut,rizqa best,5.0,Nyaman dan Aman untuk keluarga,nyaman aman keluarga,2,Positif
Kampung Sumber Alam Garut,nathasha,5.0,Hotel bagus di Garut dengan air panas.,hotel bagus air panas,2,Positif
Kampung Sumber Alam Garut,Pydanidy,4.0,"Menginap | Staf di resepsionis sangat ramah. Di pagi hari, pilihan sarapan di restoran sangat beragam. Namun, pilihan roti untuk sarapan terbatas. Tidak ada daging olahan, hanya selai, selai kacang, dan selai cokelat. Meskipun begitu, roti …",inap staf resepsionis ramah pagi pilih sarap restoran agam pilih roti sarap batas daging olah selai selai kacang selai cokelat roti,2,Positif
Kampung Sumber Alam Garut,Tina Listiya,5.0,"View nya bagus, kamarnya bersih, pelayanannya baik, karyawannya ramah",view nya bagus kamar bersih layan karyawannya ramah,2,Positif
Kampung Sumber Alam Garut,M Fauzan,4.0,Kali ini ke lokasi saya hanya mengunjungi kolam pemandian air hangatnya saja dan bermalam di tempat lain.,kali unjung kolam mandi air hangat malam,2,Positif
Kampung Sumber Alam Garut,KATANYA DOSEN dindin abidin,5.0,Nyaman berendam air panas alami,nyaman rendam air panas alami,2,Positif
Kampung Sumber Alam Garut,Hary Irawan46,2.0,Tanggal 4 oktober 2025 kami stay di sumber alam dari pagi kamar sebelah kosong dan tiba malam hari sekitar jam 21.00 wib sudah ada yg isi yang kami kira di isi oleh keluarga akan tetapi sepertinya di isi oleh panitia acara di situ dijadikan …,tanggal 4 oktober 2025 stay sumber alam pagi kamar belah kosong malam jam 21 00 wib isi isi keluarga isi panitia acara jadi,0,Negatif
Kampung Sumber Alam Garut,soffan marsus,5.0,"Untuk piknik keluarga dan menikmati sumber alam air panas secara pribadi di tempat sendiri2. Bentuk penginapan semacam joglo sendiri-sendiri. Ada yang dapat kamar mandi air hangat sama-sama di lantai 1, ada yang kamar tidur di lantai 2, kamar mandi dengan bak air hangat, WC dan buat rehat duduk2 di lantai 1. Ada yang dapat 2 bed, ada yg 3 atau 4 bed. Semua bisa ditambah extra bed. Nice place for family to relax.",piknik keluarga nikmat sumber alam air panas pribadi sendiri2 bentuk inap joglo kamar mandi air hangat lantai 1 kamar tidur lantai 2 kamar mandi bak air hangat wc rehat duduk2 lantai 1 2 bed 3 4 bed tambah extra bed nice place for family to relax,2,Positif
Kampung Sumber Alam Garut,Mr John,3.0,"Tempatnya enak. Tp tolong dong. Ud bayar mahal2 suite bbrp juta. Di taro d belakang speaker masjid. Kaget kebangun jam 3.30, jam 4.30, ga semua orang demen joget dombret subuh2.. di info dulu k tamu, pak mau ga bapak tuli subuh2. Gitu",tempat enak tp tolong ud bayar mahal2 suite bbrp juta taro d speaker masjid kaget bangun jam 3 30 jam 4 30 orang demen joget dombret subuh2 info k tamu tuli subuh2 gitu,1,Netral
Kampung Sumber Alam Garut,atasinchi rcti,4.0,"Funiture nya sepertinya harus banyak yg di ganti, seperti kasur juga Selimutnya bukan proper seperti di hotel, sangat tipis sekali. Toilet kurang bersih tp enak ada kolam rendam pribadi Lemari baju sangat kotor takut ada binatang seperti rayap. Buat saya yg penakut, kamar nya serem Tapi konsepnya sih oke. Jangan lupa bawa lotion nyamuk krn kamarnya berada di atas kolam ikan.",funiture nya ganti kasur selimut proper hotel tipis toilet bersih tp enak kolam rendam pribadi lemari baju kotor takut binatang rayap takut kamar nya rem konsep oke lupa bawa lotion nyamuk krn kamar kolam ikan,2,Positif
Kampung Sumber Alam Garut,Alfa Aliyosa,5.0,Kamar baru,kamar,2,Positif
Kampung Sumber Alam Garut,Wendi Suparto,5.0,Tempatnya nyaman buat istirahat dgn pasangan maupun keluarga,tempat nyaman istirahat pasang keluarga,2,Positif
Kampung Sumber Alam Garut,Ahmad Saefullah,5.0,Pkonya suite room pukul banget .. sudah 4 kali kesini 😀,pkonya suite room 4 kali kesini,2,Positif
Kampung Sumber Alam Garut,Arief Mochamad,5.0,Aahhh......ini mah paradise,aahhh mah paradise,2,Positif
Kampung Sumber Alam Garut,Chihan,1.0,kasir kolam renang nya julit. coba ajarin ngomong baik baik tuh gausa sewot gitu.,kasir kolam renang nya julit coba ajarin ngomong gausa sewot gitu,0,Negatif
Kampung Sumber Alam Garut,Dewi Sudewi,5.0,Senang,senang,2,Positif
Kampung Sumber Alam Garut,deri,5.0,"Pertama kali bawa anak kembar saya liburan sambil berendam air panas mereka senang sekali. Tadinya kami mau jalan jalan ke kota, tapi karna KSA ini tempatnya luas banget jadi kami cukup jalan jalan sambil grounding Karyawan nya ramah ramah & informatif. Makanan hotelnya enak & harganya masih affordable.",kali bawa anak kembar libur rendam air panas senang jalan jalan kota karna ksa tempat luas jalan jalan grounding karyawan nya ramah ramah informatif makan hotel enak harga affordable,2,Positif
Kampung Sumber Alam Garut,Kimichan Kimira,5.0,"Duluuuuu banget waktu masih SD beberapa kali suka nginep disini sekeluarga.. ya ampun nostalgia sekali liat foto2nya,, jadi keingat alm ayah ku.. jadi kepingin lagi datang ke sumber alam bawa keluargaku 🥲",duluuuuu sd kali suka nginep keluarga ampun nostalgia liat foto2nya ingat alm ayah ku kepingin sumber alam bawa keluarga,2,Positif
Kampung Sumber Alam Garut,Kuwat Slamet,5.0,Keren. Berasa banget suasana kedamaiannya. Jenis kamar sangat bervariasi. Cocok utk healing.,keren asa suasana damai jenis kamar variasi cocok healing,2,Positif
Kampung Sumber Alam Garut,Nunung lestari p,5.0,"Kami hanya berenang dan berendam, memuaskan",renang rendam muas,2,Positif
Kampung Sumber Alam Garut,Rizki Prasetyo,5.0,"Saya menyewa Junior suite dengan 1 kasur di bawah dan 1 kasur di mezzanine. Ada private pool dengan air panasnya. Kondisi bersih dan semua amenities ada. Karena Junior suite ada di paling belakang, saya sarankan buat nyetok cemilan untuk di kamar.",sewa junior suite 1 kasur 1 kasur mezzanine private pool air panas kondisi bersih amenities junior suite saran nyetok cemilan kamar,2,Positif
Kampung Sumber Alam Garut,persib bandung,3.0,"Lokasinya bagus ,tetapi sayang halaman belakang rumahnya kotor, kalo service nya saya sih oke banget ya, kalo kamarnya aduh maaf Pak kamarnya banyak semut,",lokasi bagus sayang halaman rumah kotor service nya oke kamar aduh maaf kamar semut,1,Netral
Kampung Sumber Alam Garut,Aep Ahmad Dahlan Sobarudin,3.0,"Langganan kamar rendam dari tarif 40rb, skrg naik jd 55rb per single dgn teknik marketing free handuk dan minuman, padahal dulu 40rb udah plus handuk tanpa minuman.. artinya naik 15rb buat maksa beli minum, mana watunya dr max 1 jam dikurangi jadi max 20 menit.. sangat kecewa..",langgan kamar rendam tarif 40rb skrg jd 55rb single teknik marketing free handuk minum 40rb udah plus handuk minum 15rb maksa beli minum watu max 1 jam rang max 20 menit kecewa,1,Netral
Kampung Sumber Alam Garut,Alifa Al-Fath,5.0,Harus kesini lagi sih.,kesini,2,Positif
Kampung Sumber Alam Garut,ria arista,5.0,Langganan lah klo disini mah.. suka krn ada private pool nya. Suasana nya alamii bgt,langgan klo mah suka krn private pool nya suasana nya alami,2,Positif
Kampung Sumber Alam Garut,poerwaNing,4.0,"Konsep kamarnya kayanya jadul ya, lemarinya aja bentuk grobogan jadul bau minyak, gak berani masukin baju khawatir ada binatang. Nginap di sini berasa menginap d rumah nenek d desa, asri, yg kangen pulang kampung tp gak punya kampung, bisa ke sini. Pas malam, banyak semut jalan2 di lantai dn meja, ke kasur juga, tp siangnya gak ada. Sempat khawatir ada kecoa krn takut kecoa, tp alhamdulillaah gak ada. TV gak ada netflix cuma siaran lokal. Kamar pakai kipas angin saja, tp gak panas juga, adem krn cuacanya sejuk. Enaknya krn ada bak besar untuk berendam air hangat di dlm kamar mandi, walaupun terlihat jadul untungnya bersih kamar dan kamar mandinya, air hangatnya dr keran bening dn bersih, tp air showernya agak bau jadi gak mandi pakai shower, pakai air keran saja. Cocok untuk bawa orang tua yg sudah sepuh2 menginap d sini, cocok jg untuk yg hoby mancing krn dpt fasilitas alat pancing lengkap, bisa mancing dr balkon kamar, ikannya buat kita, dpt ikan goreng juga, tempatnya sangat asri ada suara2 gemericik air yg lumayan menghilangkan stress, pas subuh hujan, syahdunya berasa banget, enak duduk lama2 d balkon, lumayan dpt pemandangan gunung walaupun kelihatan jauh, ada terapi ikan, playground, kolam renang air hangatnya nyaman, lengkap, dan bersih. Pegawainya ramah2. Waktu bf padahal saya suka bgt sama bubur sum2nya, tp rasa buburnya spt pakai tepung lama.",konsep kamar kaya jadul lemari bentuk grobogan jadul bau minyak berani masukin baju khawatir binatang nginap asa inap d rumah nenek d desa asri kangen pulang kampung tp kampung pas malam semut jalan2 lantai dn meja kasur tp siang khawatir kecoa krn takut kecoa tp alhamdulillaah tv netflix siar lokal kamar pakai kipas angin tp panas adem krn cuaca sejuk enak krn bak rendam air hangat dlm kamar mandi jadul untung bersih kamar kamar mandi air hangat keran bening dn bersih tp air showernya bau mandi pakai shower pakai air keran cocok bawa orang tua sepuh2 inap d cocok jg hoby mancing krn dpt fasilitas alat pancing lengkap mancing balkon kamar ikan dpt ikan goreng tempat asri suara2 gemericik air lumayan hilang stress pas subuh hujan syahdu asa enak duduk lama2 d balkon lumayan dpt pandang gunung terapi ikan playground kolam renang air hangat nyaman lengkap bersih pegawai ramah2 bf suka bubur sum2nya tp bubur spt pakai tepung,2,Positif
Kampung Sumber Alam Garut,yeni suryani,5.0,"Pelayanan nya ramah dan puas banget, suasananya tenang, adem banget. Awalnya mau booking lewat aplikasi, tapi ga jadi karena ternyata dikasih paling pojok, akhirnya pesan langsung walk in. Mulai dari satpam sampai petuga kebersihan ramah dan selalu menyapa dengan lembut. Tau sendiri lah orang garut mukanya serem tapi pas ketemu pasti langsung menyapa. Keren bintang 5 ... Harga paling OK. Rekomendasi buat kalian pasangan baru menikah. Sangat sangat cocok",layan nya ramah puas suasana tenang adem booking aplikasi kasih pojok pesan langsung walk in satpam petuga bersih ramah sapa lembut tau orang muka rem pas ketemu langsung sapa keren bintang 5 harga ok rekomendasi pasang meni cocok,2,Positif
Kampung Sumber Alam Garut,Rizal Santuy,5.0,Tempat serta dariii pemilihan lokasi yanggg mantappp,dariii pilih yanggg mantappp,2,Positif
Kampung Sumber Alam Garut,herry susanto,5.0,Air kolam anget..dekat sama Sate Kambing Haris....,air kolam anget sate kambing haris,2,Positif
Kampung Sumber Alam Garut,Sangkar Sandi Damai,5.0,"Bungalow-bungalow ini sangat bernuansa lokal dengan pemandangan gunung yang indah. Pelayanannya bagus, begitu pula makanan dan fasilitas hotelnya.",bungalow bungalow nuansa lokal pandang gunung indah layan bagus makan fasilitas hotel,2,Positif
Kampung Sumber Alam Garut,Ria Fitria,5.0,"Lokasi pastinya strategis banget yah, langsung di jalan raya tanpa harus masuk² jalan sempit.. bangunan udah modern minimalis, vila²nya bersih, asri, fasilitas lengkap sesuai dengan harga..bikin betah pokonyaa😍",pasti strategis langsung jalan raya masuk jalan sempit bangun udah modern minimal vila bersih asri fasilitas lengkap sesuai harga bikin betah pokonyaa,2,Positif
Kampung Sumber Alam Garut,محمد العمري,5.0,"Tempatnya sangat indah, memiliki pondok-pondok hunian yang cantik.",tempat indah milik pondok pondok huni cantik,2,Positif
Kampung Sumber Alam Garut,Sindiyani Mardiani,5.0,"Datang ke sini untuk berenang aja, agak kebingungan karena baru pertama kali tapi ternyata pelayannya Ramah banget dan telaten untuk mengarahkan kita, Begitu tiba.. diluar ekspektasi Tempatnya sangat nyaman dan bersih, hanya saja pas datang tempat duduk sudah penuh jadi kita duduk di pinggiran.",renang bingung kali layan ramah telaten arah luar ekspektasi tempat nyaman bersih pas duduk penuh duduk pinggir,2,Positif
Kampung Sumber Alam Garut,akorkomarudin Ahmad,4.0,"Suasananya asri, kamar luas bersih, wifi nya tolong di perbaiki sinyal nya sering hilang",suasana asri kamar luas bersih wifi nya tolong baik sinyal nya hilang,2,Positif
Kampung Sumber Alam Garut,Kevin Kurniawan,5.0,Kampung Sumber Alam Garut menawarkan pengalaman menginap unik di vila-vila terapung di atas kolam air panas alami. Suasana pedesaan berpadu dengan pemandangan pegunungan dan sawah yang indah. Bak mandi rendam pribadi dan kolam air panas umum menjadikannya tempat yang sempurna untuk relaksasi dan liburan keluarga.,kampung sumber alam tawar alam inap unik vila vila apung kolam air panas alami suasana desa padu pandang gunung sawah indah bak mandi rendam pribadi kolam air panas jadi sempurna relaksasi libur keluarga,2,Positif
Kampung Sumber Alam Garut,Eka Nurhidayah,5.0,"Pertama kali nginep di sini untuk menghadiri acara kantor. Tempatnya strategis, mudah dicari, ada di samping jalan, parkiran cukup luas, staff ramah dan helpfull. Menginap di bungalow standard, sebenernya kamarnya cukup luas dan nyaman, hanya saja banyak serangga yang masuk ke kamar (semut). Makanan yang juara adl ayam goreng dengan sambel terasinya, kalau sayur sayuran kurasa kurang deh rasanya. Pada saat malam hari, air hangat ngga ngalir, gatau juga sih untuk air hangat tersedia setiap saat atau tidak. But overall good.",kali nginep hadir acara kantor tempat strategis mudah cari samping jalan parkir luas staff ramah helpfull inap bungalow standard sebenernya kamar luas nyaman serangga masuk kamar semut makan juara adl ayam goreng sambel terasi sayur sayur rasa malam air hangat ngga ngalir gatau air hangat sedia but overall good,2,Positif
Kampung Sumber Alam Garut,Hanny Jessica,1.0,"tolong bapak yg pakai baju batik di restaurant tadi sekitar jam 2.30 siang di tegur ya. baru kali ini seumur hidup minta es batu, sama bapak itu diambilkannya pakai tangan 😡🥵",tolong pakai baju batik restaurant jam 2 30 siang tegur kali umur hidup es batu ambil pakai tangan,0,Negatif
Kampung Sumber Alam Garut,Novi,5.0,"Hotel lama tp terawat. Byk pilihan kamar dan harus booking jauh2 hari. View-nya bagus, air hangat alami sangat berlimpah.",hotel tp awat byk pilih kamar booking jauh2 view nya bagus air hangat alami limpah,2,Positif
Kampung Sumber Alam Garut,sugi giyant,5.0,"Tempat yang bagus,kolam renang private yang cukup enak,bisa berendam air hangat, villa bagus,pokoknya liburan di sini tidak nyesel,ramai ramai lebih seru",bagus kolam renang private enak rendam air hangat villa bagus pokok libur nyesel ramai ramai seru,2,Positif
Kampung Sumber Alam Garut,Trip.com Member,3.0,Hotel tua. Toiletnya tidak berfungsi. Kolam renangnya bagus sekali. Sarapannya biasa saja.,hotel tua toilet fungsi kolam renang bagus sarap,1,Netral
Kampung Sumber Alam Garut,Enung Nurjannah,5.0,Enak tempat nya ..,enak nya,2,Positif
Kampung Sumber Alam Garut,Rena P.,4.0,"Sy suka krn tempatnya tidak jauh beda dgn yg kita lihat di foto / video. Hanya ada kekurangan sedikit spt bnyak semut, serangga, yah krn memang lokasi kamar di atas balong / kolam ikan. Suka bnget dgn suasana pd waktu malam dgn lampu2 yg cantik. Dingin tanpa AC. Kolam juga mirip spt di foto. Cukup besar dan lumayan bersih, hangatnya pas!",suka krn tempat beda lihat foto video kurang spt bnyak semut serangga krn kamar balong kolam ikan suka bnget suasana pd malam lampu2 cantik dingin ac kolam spt foto lumayan bersih hangat pas,2,Positif
Kampung Sumber Alam Garut,RNA RNA,5.0,"- 30 mei kami staycation disana - keren sih aku baru pertama kali nginep disini padahal udah beberapa kali ke garut dan ternyata tempatnya asikkk - kolam nya guedeee banget - kidsfriendly banget - tempatnya luas - menurut mas staff disana, ini konsepnya 1 kampung untuk semua, jadi semua bisa dilakukan disini tdk perlu cari wisata lagi keluar karena emang semalam doang gak akan cukup buat cobain semuanya hahaha - ada kolam bocil air hangat semua dan ada ember tumpahnya - kolam rendam dalam kamar - kami stay di jenis apa gitu aku lupa - kami pesen via hotel langsung WA dan dapat paketan gitu jadi dapat makan malamnya loh jadi malem ga perlu keluar cari makan - suamiku seneng banget karena ada tempat mancingnya - tidur nyenyak walaupun tanpa ac karena suasanya adem kaya dipedesaan dengan suara khas gemercik airnya - sarapan dinner semua enak kaya makanan rumah - STAFF NYA SEMUA RAMAH ! THANK YOU",30 mei staycation sana keren kali nginep udah kali tempat asikkk kolam nya guedeee kidsfriendly tempat luas mas staff sana konsep 1 kampung cari emang malam cobain hahaha kolam bocil air hangat ember tumpah kolam rendam kamar stay jenis gitu lupa sen via hotel langsung wa paket gitu makan malam malem cari makan suami neng mancingnya tidur nyenyak ac suasa adem kaya desa suara khas gemercik air sarap dinner enak kaya makan rumah staff nya ramah thank you,2,Positif
Kampung Sumber Alam Garut,Rara Larasati,5.0,"Best villa for family trip!!! Garut punya bagus bgt kampung sumber alam ini, aku ambil private villa sibentang kamar Anggrek, suka pollll dan ternyata luas bgttt tempatnya, tp di villa sendiri aja udah ada kolam air hangatnya best bgt kan, 2 kamar besar dan ada jacuzzi di dalam kamar mandi, fasilitas pribadi super lengkap ada dapur dan ruang tamu dan of course kolam renang besar! fasilitas umumnya jg gak kalanh banyak ada kolam renang air hangat yg bs di datangi tanpa menginap dan yg pasti pemandangannya super duper besttt 2025!!",best villa for family trip bagus kampung sumber alam ambil private villa sibentang kamar anggrek suka pollll luas bgttt tempat tp villa udah kolam air hangat best 2 kamar jacuzzi kamar mandi fasilitas pribadi super lengkap dapur ruang tamu of course kolam renang fasilitas jg kalanh kolam renang air hangat bs datang inap pandang super duper besttt 2025,2,Positif
Kampung Sumber Alam Garut,Badar Daughter,5.0,Lumayanlah....,lumayan,2,Positif
Kampung Sumber Alam Garut,jalal albakrie,5.0,"menarik, sejuk, kolam air panas mantap, cocok untuk liburan keluarga",tarik sejuk kolam air panas mantap cocok libur keluarga,2,Positif
Kampung Sumber Alam Garut,Henry Hendarsjah,5.0,Sangat nyaman...,nyaman,2,Positif
Kampung Sumber Alam Garut,Fajar Shidik,5.0,"Pelayanan mantap, dapet free dinner sama sarapan top markotop we lahhh.puas banget",layan mantap dapet free dinner sarap top markotop we lahhh puas,2,Positif
Kampung Sumber Alam Garut,Jejak kang fredi,5.0,Senang bertemu denganmu...,senang temu dengan,2,Positif
Kampung Sumber Alam Garut,eru Noonim,4.0,"Saya datang untuk renang dan berendam air hangat, kolamnya bersih, kolam rendamnya panas bingit, tapi sayangnya toilet hanya ada satu untuk laki2 dan satu untuk perempuan, kurang sepdan dengan jumlah pengunjung, dan untuk shower bilasnya meski ada di dalam tapi tidak disekat. Jadi untuk perempuan itu agak risih untuk membilas/mandi setelah berendam",renang rendam air hangat kolam bersih kolam rendam panas bingit sayang toilet laki2 perempuan sepdan unjung shower bilas sekat perempuan risih bilas mandi rendam,2,Positif
Kampung Sumber Alam Garut,Namira Fajar,5.0,Suasana hotel yang tenang membuat tamu nyaman. Adanya kolam renang mini di tiap kamar menyenangkan anak2. Lontong sayur saat sarapan sangat lezat! Kalau mau coba kuliner lokal banyak tersedia di luar hotel.,suasana hotel tenang tamu nyaman kolam renang mini kamar senang anak2 lontong sayur sarap lezat coba kuliner lokal sedia hotel,2,Positif
Kampung Sumber Alam Garut,Show Skils,4.0,"Enak , nyaman ga susah kemana mana",enak nyaman susah mana,2,Positif
Kampung Sumber Alam Garut,zack delarosa,5.0,Tenang... healing yg sehiling hiling nya,tenang healing sehiling hiling nya,2,Positif
Kampung Sumber Alam Garut,Littlevenice_villapuncak Youlia,5.0,Nyaman dan betah pokok na mah,nyaman betah pokok na mah,2,Positif
Kampung Sumber Alam Garut,Bayu Azhar,5.0,bagustt,bagustt,2,Positif
Kampung Sumber Alam Garut,Indra Alexander,5.0,"Kesini cuma ke kamar rendamnya sih, Harganya murah, dapet free hot drink, dan disediakan towel sama sabun.",kesini kamar rendam harga murah dapet free hot drink sedia towel sabun,2,Positif
Kampung Sumber Alam Garut,Emperor,5.0,Enak bet,enak bet,2,Positif
Kampung Sumber Alam Garut,Dewi Rifayanti,5.0,"Bagus tempatnya asri, lokasi jauh dari kebisingan, ada pool private dan umum. Cocok untuk bersantai bersama keluarga.",bagus tempat asri bising pool private cocok santa keluarga,2,Positif
Kampung Sumber Alam Garut,Ashma Hanifah,5.0,Tempat yang bagus... Semua ada di satu tempat untuk liburan...,bagus libur,2,Positif
Kampung Sumber Alam Garut,Siti Aulia Ikhsanti Chaerunnisa,5.0,"mampir kesini saat libur sekolah, untung masih dapat. Menginap di bungalow standar, terbuat dari kayu yang mengapung di danau. Balkonnya juga mengarah ke danau. Dalam kamar tersedia kolam berendam air panas, shower, satu bed besar dan satu …",mampir kesini libur sekolah untung inap bungalow standar buat kayu apung danau balkon arah danau kamar sedia kolam rendam air panas shower bed,2,Positif
Kampung Sumber Alam Garut,Lala La2,4.0,Recomended bgt.. Pke yg private single suite.. 👍,recomended pke private single suite,2,Positif
Kampung Sumber Alam Garut,Aisha Azmya Ali,5.0,"Salah satu kolam renang favorit kalau main ke Garut, suhunya pas ga terlalu panas/dingin, airnya bersih (kecuali pas weekend dan rame) tapi malemnya lgsg dibersihin jadi pas pagi besoknya udh bersih lagi. Suasananya hening, syahdu. Kalau yg suka ambiance kayak di kampung gitu, ini dapet. Yg di saung gitu, kadang tembus bau belerangnya ke kamar. Jadi harus nyalain AC. Kanan kiri jalan ada air, kalau yg punya anak balita harus hati hati krn takut kejebur",salah kolam renang favorit main suhu pas panas dingin air bersih kecuali pas weekend rame malemnya lgsg dibersihin pas pagi besok udh bersih suasana hening syahdu suka ambiance kayak kampung gitu dapet saung gitu kadang tembus bau belerang kamar nyalain ac kanan kiri jalan air anak balita hati hati krn takut jebur,2,Positif
Kampung Sumber Alam Garut,Darma Saputra,5.0,2 mlem yg nyaman nginep d sini.. tempat strategis sejuk ga terlalu dingiiiiin.. Deket ma tempat wisata resepsionis ramah.. kamar ga ber AC TPI ga terasa k gerah an d dalem kamar,2 mlem nyaman nginep d strategis sejuk dingiiiiin deket ma resepsionis ramah kamar ber ac tpi k gerah an d dalem kamar,2,Positif
Kampung Sumber Alam Garut,Mugeni Family,5.0,Liburan bersama keluarga Pelayanan ok Marketing nya helpfull,libur keluarga layan ok marketing nya helpfull,2,Positif
Tirtagangga Hot Spring Resort Cipanas,gede sujana,5.0,Tempat yg cocok utk liburan keluarga Kolam renangnya bersih,cocok libur keluarga kolam renang bersih,2,Positif
Tirtagangga Hot Spring Resort Cipanas,Sisco Prastomo,4.0,"CUman bisa parkir vallet kata satpamnya, masuk bayar 50k (berenang ga berenang tetap bayar)",cuman parkir vallet satpam masuk bayar 50k renang renang bayar,2,Positif
Tirtagangga Hot Spring Resort Cipanas,dianaswara14 Sophia,5.0,"Baru aja hari Sabtu, 05 Juli 2026 ke sana. Karena dadakan, jadi ga sempat sewa hotel hanya masuk ke kolam renang aja. Tempatnya mewah, tempat bilasnya juga bersih air hangat, kolam renang hangat & ada kolam berendam panas. Beli kopi tubruk 20k kopinya asli kopi ditubruk. Mantap jasa..",sabtu 05 juli 2026 dada sewa hotel masuk kolam renang tempat mewah bilas bersih air hangat kolam renang hangat kolam rendam panas beli kopi tubruk 20k kopi asli kopi tubruk mantap jasa,2,Positif
Tirtagangga Hot Spring Resort Cipanas,yulia lusyanti,5.0,"Tempat kolam renangnya nyaman, ada utk dewasa dan anak2, airnya cukup panas, bening dan bersih, ada beberapa tempat utk pilihan terapi air panasnya juga",kolam renang nyaman dewasa anak2 air panas bening bersih pilih terapi air panas,2,Positif
Tirtagangga Hot Spring Resort Cipanas,Diki Kurniawan 03 (Dk),5.0,Terapi air panas,terapi air panas,2,Positif
Tirtagangga Hot Spring Resort Cipanas,RECKY RAVE,4.0,"Halo kak sayang dari bandung, rencana minggu depan mau kesana. Ada nomer WA yg bisa di hubungi? Apa buka 24jam?",halo kak sayang bandung rencana minggu kesana nomer wa hubung buka 24jam,2,Positif
Tirtagangga Hot Spring Resort Cipanas,Diana Kyora Channel,5.0,"Resort legend di Cipanas Garut, hotel dengan bak rendam alami air panas di Kanar mandinya, ada tempat berenang dan berendam air panas alami, kekurangan nya cuma satu ga ada air dingin di tempat ini untuk mandi ataupun air di wastafel dan toilet duduk nya air panas semua. For Job n Endorse Follow my Instagram & TikTok: dianakyora18",resort legend cipanas hotel bak rendam alami air panas kanar mandi renang rendam air panas alami kurang nya air dingin mandi air wastafel toilet duduk nya air panas for job n endorse follow my instagram tiktok dianakyora18,2,Positif
Tirtagangga Hot Spring Resort Cipanas,Willy Jannatu Food,5.0,Staycation di Garut Tirtagangga Cocok untuk keluarga,staycation tirtagangga cocok keluarga,2,Positif
