destination_name,author,rating,review_date,review_text,scraped_at,review_id,has_text,cleaned_text,sentiment_label,predicted_label,predicted_sentiment
Glamping Villa by Sabda Alam,Cucu Nomor 5,5.0,3 minggu lalu di Google,"Liburan terseru dan terasik. Lokasi nya enak banget sejuk. Cocok buat istirahat dari polusi² udara perkotaan. Pelayanannya juga ramah, untuk mas pian tengkyu rekomendasi² breakfast nya, aku di ajak keliling biar cobain semua makanan nyaa hihi",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21Kb1ZHVnhiazlUY21GUk1tTldZa2t4WmtKMVRWRRAB,True,libur seru terasik nya enak sejuk cocok istirahat polusi udara kota layan ramah mas pian tengkyu rekomendasi breakfast nya ajak keliling cobain makan nyaa hihi,2,2,Positive
Glamping Villa by Sabda Alam,Alpasha Julian,5.0,3 minggu lalu di Google,"2x kesini dan selalu amazed, terimakasih banyak Sabda Alam yang selalu bisa bikin kita kesini lagi dan lagi, fasilitasnya super lengkap dan servicenya selalu terbaik dari security sampai semua staff hotelnya ramah semua, Mas Pian terbaikkkkk deh udah nyamperin kita dan berasa punya temen ngobrol karena sama-sama dari Bandung, Thankyou mas Pian ✨🤗",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21aUVRXOUdSbFZXVmxkVlYzTjFObVJPVG0xdmVrRRAB,True,2x kesini amazed terimakasih sabda alam bikin kesini fasilitas super lengkap servicenya baik security staff hotel ramah mas pian terbaikkkkk udah nyamperin asa temen ngobrol bandung thankyou mas pian,2,2,Positive
Glamping Villa by Sabda Alam,yulianti “Beeyoung”,5.0,3 minggu lalu di Google,"Nuhun a” Pian, ramah pisan pelayanannya.",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2xaZmFtZHBSMk5RT0hGRWRUVmxVbVI2UlVkNlQzYxAB,True,nuhun a pian ramah pis layan,2,2,Positive
Glamping Villa by Sabda Alam,Yuni Arti,5.0,sebulan lalu di Google,Menginap disini pertama kali ke garut.di kamar premier.kamarnya luas bs sampai 6 orang dewasa dg tmbh 2 extrabed. Tp toiletnya suka bau kaya air kolam.entah bau dr mana.jd kami inisiatif minta tambahan pengharum ruangan utk ditoilet. masakan mayan enak tp cenderung keasinan buat sy(mi goreng).kl buat org lain mungkin tdk. jamu(minuman rempahnya)nya seger semua👍.kue dan pastry krg enak. Kl makan malam di resto hati2 porsinya gede2.salad+mix fruitnya 👍👍. Semua stafnya ramah2 gercep jg utk pelayanan.mksh bapak pian sdh infokan tmpt2 rekreasi terdekat.,2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2w5U1ZYaGFObTkyUVRGTWMwYzBRVVF5VlRBMFlYYxAB,True,inap kali kamar premier kamar luas bs 6 orang dewasa dg tmbh 2 extrabed tp toilet suka bau kaya air kolam bau jd inisiatif tambah harum ruang toilet masakan mayan enak tp cenderung asin mi goreng kl org jamu minum rempah nya seger kue pastry krg enak kl makan malam resto hati2 porsi gede2 salad mix fruitnya staf ramah2 gercep jg layan mksh pian sdh info tmpt2 rekreasi dekat,2,2,Positive
Glamping Villa by Sabda Alam,magdalena septia miranti,5.0,sebulan lalu di Google,"Great mountain view, fast service, nice staff, breakfast enak di resto (dengan mr. Pian)",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2tOSGN6ZDRZbll4UVdkTmQwaHROelV5Vm1ORmFWRRAB,True,great mountain view fast service nice staff breakfast enak resto mr pian,2,2,Positive
Glamping Villa by Sabda Alam,Wawan Eko,5.0,sebulan lalu di Google,ramah anak..,2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2tWQ2NuSlZjalYwVDFKNGVHSlNUVWsxYXpZdFMzYxAB,True,ramah anak,2,2,Positive
Glamping Villa by Sabda Alam,Novi Selvia,5.0,sebulan lalu di Google,"Hotel dengan lokasi yang strategis, fasilitas lengkap, dan pelayanan memuaskan. Staf nya ramah, spesial buat Kang Pian makasih pelayanan nya sangat profesional. Recommended untuk staycation, karena view nya sangat luar biasa 👍👍👍",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25GblRucDZabU5uZW5CSFZqZzFNakZOTW1GcGEyYxAB,True,hotel strategis fasilitas lengkap layan muas staf nya ramah spesial kang pian makasih layan nya profesional recommended staycation view nya,2,2,Positive
Glamping Villa by Sabda Alam,menx abiaqilla,5.0,sebulan lalu di Google,"Pengalaman menginap yg sangad luar biasa, dapat kamar dengan bangunan baru, view yg sangat sangat memanjakan mata. Staff yang ramah terutama kang Pian, Saya di bantu oleh beliau. Sayang nya saya memerlukan information untuk saya menginap lebih lama, karena di aplikasi full book, bolak balik saya tanyakan ke reception untuk di bantu perihal available kamar untuk extension, tapi tidak ada info sampai saya chek out. Tapi ketika saya chek out, ada staff di reception baru info jika ada kamar available, tapi terlambat karna saya sudah booking do hotel lain. Any way , semua nya good menginap di sini, mungkin karna musim liburan jadi susah untuk menuinap lebih lama.",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21wMWRFdE9XRkJYVlhkNlQyZ3paM1JDY21vM1lYYxAB,True,alam inap sangad kamar bangun view manja mata staff ramah kang pian bantu beliau sayang nya information inap aplikasi full book bolak reception bantu perihal available kamar extension info chek out chek out staff reception info kamar available lambat karna booking do hotel any way nya good inap karna musim libur susah menuinap,2,2,Positive
Glamping Villa by Sabda Alam,Tri Yanto,5.0,sebulan lalu di Google,"Suasana nyaman, makanan enak2, fasilitas bagus & murah. Pelayanan sangat maksimal. Semua bekerja dgn sangat ramah & terbuka dgn saran/kritik. Terimakasih pak Pian udah bantu dr awal check-in nganter ke kamar & sampe selesai menginap. Semoga berkah utk ownernya & semakin sukses usahanya. Aamiin",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21kNVJscENaakJtYTNwNFJXZHJXRk5wVTBSTlNXYxAB,True,suasana nyaman makan enak2 fasilitas bagus murah layan maksimal ramah buka saran kritik terimakasih pian udah bantu check in nganter kamar sampe selesai inap moga berkah ownernya sukses usaha aamiin,2,2,Positive
Glamping Villa by Sabda Alam,erwin susanto,5.0,sebulan lalu di Google,"Kamar luas dan bersih. Pemandangan bagus. Hanya saja Air panas agak kecil. Staftnya the best, ramah dan helpfull. Keluhanan signal wifi lemah langsung teknisi datang dan benarin. Karyawan resto juga ramah.",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2xaSFMyc3hSR05oTVhoVFZ6UlVjMkZ6UVRnM1NrRRAB,True,kamar luas bersih pandang bagus air panas staftnya the best ramah helpfull keluhanan signal wifi lemah langsung teknisi benarin karyawan resto ramah,2,2,Positive
Glamping Villa by Sabda Alam,Yunita Anggarawati,5.0,sebulan lalu di Google,"Super nyaman, super happy nginep di sini. Anak-anak pasti suka. Ada jacuzi air anget, kolamnya bagus. Semua bagus pokoknya",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT201eVJuRTBSVkZ6T0UxWlIyUnlVRk5QTWpablRWRRAB,True,super nyaman super happy nginep anak anak suka jacuzi air anget kolam bagus bagus pokok,2,2,Positive
Glamping Villa by Sabda Alam,Syefti Febriana Ashari,1.0,sebulan lalu di Google,"Tempatnya bagus,, tapi saya pesan kamar via agoda tipe aira view pas check in awalnya malah dikasih tipe deluxe, setelah itu diganti ke tipe 1 bed dengan alasan aira view nya penuh,, ko bisa seperti itu manajemennya bagaimana ya? Tidak ada konfirmasi apa-apa ke pelanggan jika ternyata kamar penuh, dan kamarnya diganti yg downgrade.. Bahkan sampai saya checkout, minta kompensasi pun responnya lambat sekali, saya nunggu hampir 1 jam di resepsions, terus saja jawabannya hanya, ""sedang dikonfirmasi"" tanpa memberikan penjelasan lebih lanjut,, dan akhirnya saya pulang dengan masih belum ada konfirmasi apa apa dari pihak hotel",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25CVlpWaE1iamRTTlc4MlJHTndja3g2Ukc1TmVWRRAB,True,tempat bagus pesan kamar via agoda tipe aira view pas check in kasih tipe deluxe ganti tipe 1 bed alas aira view nya penuh ko manajemen konfirmasi langgan kamar penuh kamar ganti downgrade checkout kompensasi responnya lambat nunggu 1 jam resepsions jawab konfirmasi jelas pulang konfirmasi hotel,0,0,Negative
Glamping Villa by Sabda Alam,Ananda Najma Nabila,5.0,sebulan lalu di Google,"i think all in worth to buy guys but wifi nya ga stabil ajasih, overall semuanya best. mas ivan salah satu staff nya juga sangat ramah",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2pacVdHNVNURTlRWVZwVVZtTXhWM0pvZFdFNVpXYxAB,True,i think all in worth to buy guys but wifi nya stabil ajasih overall best mas ivan salah staff nya ramah,2,2,Positive
Glamping Villa by Sabda Alam,Dionisa Venda Maudyna,1.0,sebulan lalu di Google,"Pelayanan buruk sekali, harusnya check in jam 14.00 jam 15.00 belum di kasih kunci",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2tVeFlWUlNVMUJEVFhwTU9FUmhORGRvVGxJNFoxRRAB,True,layan buruk check in jam 14 00 jam 15 00 kasih kunci,0,0,Negative
Glamping Villa by Sabda Alam,Dudi Ahyadi,5.0,sebulan lalu di Google,"Kami ambil kamar type Aira View 6. Menurut kami kamarnya lucu dan bagus untuk keluarga dengan anak 3. View-nya juga cakep. Cuma awal masuk kamar ada lalat dan semut berseliweran. Seperti kurang dibersihkan oleh staffnya. Koneksi internet juga kurang stabil, terkadang sinyal wifi-nya hilang. Alhamdulillah, pak Pian, staff hotel menghampiri untuk tanya2 dan menerima keluhan kami dengan ramah. So far, service-nya sangat memuaskan. Semoga apa yang kami rasakan bisa dijadikan perbaikan ke depannya. Terima kasih.",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2tnMlYwWTBiMnRvUjNoS1MzZFhPVGs0YzI5WE9FRRAB,True,ambil kamar type aira view 6 kamar lucu bagus keluarga anak 3 view nya cakep masuk kamar lalat semut seliwer bersih staffnya koneksi internet stabil terkadang sinyal wifi nya hilang alhamdulillah pian staff hotel hampir tanya2 terima keluh ramah so far service nya muas moga rasa jadi baik depan terima kasih,2,2,Positive
Glamping Villa by Sabda Alam,Yoga Alvan Nugraha,5.0,sebulan lalu di Google,"Pertama kali nyobain Glamping Villa Sabda Alam dapet tipe Aira Deluxe. Room-nya sangat nyaman, bersih, dan wangi. Pelayanannya super customer oriented. A Pian sangat helpful, ramah, dan menyenangkan. Ada sesi cooking class buat anak² dengan A Pian dan Teh Nurul. CS-nya juga Fast Response. Vibes-nya mountain view, udara sejuk banget, suasana menenangkan jadi cocok buat istirahat. Dapet free pass ke kolam air hangat hotel, taman air, gym, sauna. Dapet welcome-nya drink dan snack di ruangan juga. Worth-it banget pokoknya. InsyaAllah next time berkunjung lagi kesana. 😀",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25ZMmExaEtWM1ZIZWtkdVp6UndjbTlhV0cxWVgyYxAB,True,kali nyobain glamping villa sabda alam dapet tipe aira deluxe room nya nyaman bersih wangi layan super customer oriented a pian helpful ramah senang sesi cooking class anak a pian teh nurul cs nya fast response vibes nya mountain view udara sejuk suasana tenang cocok istirahat dapet free pass kolam air hangat hotel taman air gym sauna dapet welcome nya drink snack ruang worth it pokok insyaallah next time kunjung kesana,2,2,Positive
Glamping Villa by Sabda Alam,Balqis 04,5.0,sebulan lalu di Google,"uda ke sini suka banget, dapet masker, dapet bath boom, kamar luas, sesuai ekspektasi lokasi dekat dengan bikin jadi pemandangannya bagus banget, dan juga Deket Waterboom mereka.",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2pkbVFsOW1kMjlqTkVFM1N6QkpNekJKZGsxR1dVRRAB,True,uda suka dapet masker dapet bath boom kamar luas sesuai ekspektasi bikin pandang bagus deket waterboom,2,2,Positive
Glamping Villa by Sabda Alam,assa verra,5.0,2 bulan lalu di Google,"Liburan yang sangat2 berkesan, semuanya dapat, view yang sangat indah, room yang bagus, luas(Aira Family 4), fasilitas lengkap. Makan malam di resto menu ayam tangkap + nasi goreng glamping, enak semua, ditambah cuaca malam yang dingin minum lemon sirih jahe. Service yang memuaskan, senyum,sapa,ramah.Haturnuhun kang Pian. Untuk breakfast makanan semua enak. Next liburan sekolah, thanks SABDA ALAM.",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25CMVFXWnhWMFZuWlhoSVZIaEdkR1ZIZW5STlpXYxAB,True,libur sangat2 kesan view indah room bagus luas aira family 4 fasilitas lengkap makan malam resto menu ayam tangkap nasi goreng glamping enak tambah cuaca malam dingin minum lemon sirih jahe service muas senyum sapa ramah haturnuhun kang pian breakfast makan enak next libur sekolah thanks sabda alam,2,2,Positive
Glamping Villa by Sabda Alam,Yuli Sriw,5.0,2 bulan lalu di Google,"Cocok buat staycation bareng keluarga.. Karyawan/i nya ramah, pelayanan nya baik . Pemandangannya oke, view gunung guntur yang memanjakan mata",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT201alNuTlFaSGt3UlVkeVN5MDNaemRaVURSVWEwRRAB,True,cocok staycation bareng keluarga karyawan i nya ramah layan nya pandang oke view gunung guntur manja mata,2,2,Positive
Glamping Villa by Sabda Alam,Sarah Maulidina,5.0,2 bulan lalu di Google,"Keren glampingnya, bersih, rapi, suasana nya nyaman banget, cocok buat healing, staf n managernya eamah semuaaaa",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21SbVIxSTNkbUpoWVdkQ2FIWkJZVEl6ZDFKck5WRRAB,True,keren glampingnya bersih rapi suasana nya nyaman cocok healing staf n managernya eamah semuaaaa,2,2,Positive
Glamping Villa by Sabda Alam,Abdul Mathin Tilmisani,5.0,2 bulan lalu di Google,"Pengalaman menginap yang luar biasa! Kamarnya nyaman, pelayanannya menakjubkan (terima kasih banyak kepada Mas Pian 🙏🏻), dan sarapannya menawarkan banyak pilihan, mulai dari hidangan lokal favorit hingga hidangan bergaya Barat—semuanya sangat lezat. Pemandangan kaki gunung juga merupakan bonus yang menyenangkan. Secara keseluruhan, pengalaman menginap di hotel pertama saya sangat memuaskan! 😄",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2pKWVdYbG1XbGt5Y2twNFEzWmFaRkZ6T0MxR1MzYxAB,True,alam inap kamar nyaman layan takjub terima kasih mas pian sarap tawar pilih hidang lokal favorit hidang gaya baratsemuanya lezat pandang kaki gunung bonus senang alam inap hotel muas,2,2,Positive
Glamping Villa by Sabda Alam,Susan Susilawati,5.0,2 bulan lalu di Google,"ramah, sopan, nyaman pokokoknya best bangeut",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT214blYxcEVOMkZxY1hKbWFWTldVbGd0TnpaU1luYxAB,True,ramah sopan nyaman pokokoknya best bangeut,2,2,Positive
Glamping Villa by Sabda Alam,Dara Martyhelda,5.0,2 bulan lalu di Google,"pertama kali nginep di sabda alam glamping villa sm keluarga ngambil tipe aira family..suppeeerr worth it,dengan segala fasilitasnya dan juga pelayanannya yg super bikin betah dan pasti pgn balik lagi. kamarnya bersiiihh,makanan enak,staff2nya super ramah dan helpful bgt terutama pak Pian 😊 pokoknya best glamping villa sabda alam 🥰",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT205SkxWcGljbXB4VjAxT1UxQkpUWFYzWTA5T1JsRRAB,True,kali nginep sabda alam glamping villa sm keluarga ngambil tipe aira family suppeeerr worth it fasilitas layan super bikin betah pgn kamar bersiiihh makan enak staff2nya super ramah helpful pian pokok best glamping villa sabda alam,2,2,Positive
Glamping Villa by Sabda Alam,Supriadi AM,5.0,2 bulan lalu di Google,"Tempat nyaman, lokasi strategis, harga worth it, pelayanan berkualitas, komunikatif, makanan enak, dan dpt snack, serta view bagus",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2xWV1RWRTBXV1ZLTVhweFpXcGZTRFpJTFVkU2RHYxAB,True,nyaman strategis harga worth it layan kualitas komunikatif makan enak dpt snack view bagus,2,2,Positive
Glamping Villa by Sabda Alam,Yayat Supriatna,5.0,2 bulan lalu di Google,"Mantaaap lah buat istirahat yang biasa hiruk pikuk kerja, nyaman, aman, ada buat olah raga, terapi ikan, pemandangan view gunung",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2pCa2NVaHJTVkV6VFVoTWVqWXpOa0YzZDFadE9FRRAB,True,mantaaap istirahat hiruk pikuk kerja nyaman aman olah raga terapi ikan pandang view gunung,2,2,Positive
Glamping Villa by Sabda Alam,selfie susanti,5.0,2 bulan lalu di Google,"Pelayana sangat bagus recomend ,makan malam nya kurang paket hamgingout nya sangat kurang,selalu di bantu sama mas pian the best",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25ONGFWVktMV2MzWkUxTFRtOVRVRGg1U1VWVVVtYxAB,True,pelayana bagus recomend makan malam nya paket hamgingout nya bantu mas pian the best,2,2,Positive
Glamping Villa by Sabda Alam,Tarysha Fitria,5.0,2 bulan lalu di Google,"sangat indah bersih nyaman, karyawan smua pada ramah dan tersanjung dgn keramahan a pian karyawan di sana🙏🏻",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2tsdFNYVlFiWGRWUjA5c1NqUlZOSEpETVhoVlowRRAB,True,indah bersih nyaman karyawan smua ramah sanjung ramah a pian karyawan,2,2,Positive
Glamping Villa by Sabda Alam,Lina Lisnawati,5.0,2 bulan lalu di Google,"Tempatnya nyaman, bersih, fresh. Makanannya enak, menu sarapannya cukup variatif. Ada kolam terapi, jacuzzi, kids firendly( ada bbrp spot tempat bermain anak) Staff nya helpfull terutama kang pian, makasih sabda alam give us best experience",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2pWcFZrMTFOMDVNTUZWRWNqQnpXak5XYWxoYWVXYxAB,True,tempat nyaman bersih fresh makan enak menu sarap variatif kolam terapi jacuzzi kids firendly bbrp spot main anak staff nya helpfull kang pian makasih sabda alam give us best experience,2,2,Positive
Glamping Villa by Sabda Alam,Fitri Ramdanayanti,5.0,2 bulan lalu di Google,Pengalaman yg luar biasa view nya bagus keren nyaman kamarnya bagus bersih harganya appordable pokonya next pasti kesini lagi jangan ragu buat liburan kesini ya gaesss,2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25aSVprOXBZVEJYWkVVeE5HbDFUVTloVmxkUlowRRAB,True,alam view nya bagus keren nyaman kamar bagus bersih harga appordable poko next kesini ragu libur kesini gaesss,2,2,Positive
Glamping Villa by Sabda Alam,Camelia Hastarika,5.0,2 bulan lalu di Google,"Menginap disini rekomendasi bgt letak strategis,, aman , terang,, view juara, pelayanan ramah bersama kang fian,,, sukses selalu buat sabda alam,, kalo ke garut pasti akan selalu menginap disana 🥰",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21WUlJYVjZSM0ZDY1ROYWVFZExOV014U1dseE5YYxAB,True,inap rekomendasi letak strategis aman terang view juara layan ramah kang fian sukses sabda alam inap sana,2,2,Positive
Glamping Villa by Sabda Alam,Hany Yanuar,5.0,2 bulan lalu di Google,"Suasana glamping fasilitas hotel, sangat menyenangkan, nyaman dan bikin betah pokoknya. Pelayanan ramah, terima kasih buat Pak Pian (GSE)yang dari awal sudah bantu booking, super ramah dan gercep. Dua kali menginap disini kesannya nyaman, dan ingin kembali lagi menjadi tempat menginap untuk liburan keluarga.",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT204NVJIaE5YM0ZMYjA1dVRWSkNiMHhDY3pKeFdHYxAB,True,suasana glamping fasilitas hotel senang nyaman bikin betah pokok layan ramah terima kasih pian gse bantu booking super ramah gercep kali inap kesan nyaman inap libur keluarga,2,2,Positive
Glamping Villa by Sabda Alam,hengki perdiansyah,5.0,2 bulan lalu di Google,"Seperti biasaa, kerennn sabda alam pelayanannya. Mas pian thank u yaa!",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25oMGVGaEpibUpXYjJoNk0zSjFVbU5CWlZKTE9VRRAB,True,biasaa kerennn sabda alam layan mas pian thank u yaa,2,2,Positive
Glamping Villa by Sabda Alam,Anggun Oktavia Herlianti,5.0,2 bulan lalu di Google,"best makanan & viewnya, ramah juga orang orangnya, thanks pak pian",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25wSlVEbDFaWEJFTkVKSWFWcHJlRmN6WVhrNE5WRRAB,True,best makan viewnya ramah orang orang thanks pian,2,2,Positive
Glamping Villa by Sabda Alam,Rifkah Maria Intan,5.0,2 bulan lalu di Google,"tengkyuuuu mas pian syudah bawa anak2 main, terimakasih pelayanannyaaaa...",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21GdVVGRnNkbVJEZGxkSFRVRnRXREowVVhJMlIxRRAB,True,tengkyuuuu mas pian syudah bawa anak2 main terimakasih pelayanannyaaaa,2,2,Positive
Glamping Villa by Sabda Alam,Erva Rviani,5.0,2 bulan lalu di Google,Staffnya ramah glamping pilihan staycation keluarga tempatnya cakeeppp,2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT210a1pYYzJZbEowUWtoeFpqRktXVlUxU2pJeFNFRRAB,True,staffnya ramah glamping pilih staycation keluarga tempat cakeeppp,2,2,Positive
Glamping Villa by Sabda Alam,riska fransiska,5.0,3 bulan lalu di Google,"kamarr bersih , sangat nyaman pelayanan pun baik , cocok untuk menikmati alam dengan mewah 😍😍😍😍",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25KT1kxWnFXRE5VTm5oWGRIcHJOakZ2WVU1VFVVRRAB,True,kamarr bersih nyaman layan cocok nikmat alam mewah,2,2,Positive
Glamping Villa by Sabda Alam,AnnisaDP,5.0,3 bulan lalu di Google,Staycation disini enak banget apalagi fasilitasnya juga lengkap bgt. Sudah bisa masuk ke taman air sabda alam. Tempatnya juga nyaman dan viewnya bagus. Rekomen banget deh kalo mau nginep disini✨,2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21aaU1IRmxPSEZZVUhSWFpIQjZNR3RKUmpCVmMzYxAB,True,staycation enak fasilitas lengkap masuk taman air sabda alam tempat nyaman viewnya bagus rekomen nginep,2,2,Positive
Glamping Villa by Sabda Alam,Verra shr,5.0,3 bulan lalu di Google,Tempatnya ok banget…cocok untuk liburan sama keluarga dan teman2 terdekat. Untuk pelayanannya juga ramah bgt apalagi mas Pian Sopian yg super duper ramah,2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21sNWFEUlpUSEU1ZEdsbk1HNVlPR3RaVmtrMFFrRRAB,True,tempat ok bangetcocok libur keluarga teman2 dekat layan ramah mas pian sopi super duper ramah,2,2,Positive
Glamping Villa by Sabda Alam,Dhinda Wulandari,5.0,3 bulan lalu di Google,"villa nya recomm bgt eui, bagus , nyaman ,bersih, pdhl saya asli garut.. tp bakalan dedeuin ❤️❤️",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21SdWVVdHdTVWR0V0RoMVJsbHRWWGhTUkVWaFUwRRAB,True,villa nya recomm eui bagus nyaman bersih pdhl asli tp dedeuin,2,2,Positive
Glamping Villa by Sabda Alam,S. Aprilianti Maryani,5.0,3 bulan lalu di Google,"Sangat amat merekomendasikan kalo ke garut sama keluarga nginepnya disini aja, staffnya ramah banget namanya mas pian, komunikatif dan helpfull banget. Makasih banyak semoga semakin bagus pelayanany",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21sWmJuYzJkM2RIZGxwc2RGSkRkMFpFU2sxV04xRRAB,True,rekomendasi keluarga nginepnya staffnya ramah nama mas pian komunikatif helpfull makasih moga bagus pelayanany,2,2,Positive
Glamping Villa by Sabda Alam,Pamela,5.0,3 bulan lalu di Google,"A definitely recomend villa to stay. Harganya lumayan pricy memang tapi kalau berlibur dengan keluarga besar sangat worthy. Untuk kamar family dengan kapasitas 6 orang, luas kamar benar-benar sangat spacious. 2 double bed di common room + 1 private room, sangat nyaman. Harga yang diberikan pun termasuk breakfast, free gym, dan free access ke waterboom. Anak-anak pasti senang karena cukup banyak area untuk bermain dan terdapat kolam renang umum (bukan waterboom) yang bisa di akses dari pagi sampai malam. Pemandangan sangat, sangat, sangat memanjakan mata. Tepat di kaki gunung guntur dan jarak pun hanya 1,5 sampai 2 jam daritolc Cileunyi, jadi sangat mudah di akses. Sangat rekomen 👍👍👍👍👍",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT25wR2EzbERZVnBzVHpjNFZ6Qm1jemxDWjJsMWNFRRAB,True,a definitely recomend villa to stay harga lumayan pricy libur keluarga worthy kamar family kapasitas 6 orang luas kamar spacious 2 double bed common room 1 private room nyaman harga breakfast free gym free access waterboom anak anak senang area main kolam renang waterboom akses pagi malam pandang manja mata kaki gunung guntur jarak 1 5 2 jam daritolc cileunyi mudah akses rekomen,2,2,Positive
Glamping Villa by Sabda Alam,Ellsya Nusi,5.0,4 bulan lalu di Google,"Glampingnya nyaman, bersih, suasananya asri, pemandangannya indah banget. Staffnya ramah dan sangat membantu, kemarin dibantu ckeckin sama Mas Pian, baik banget, ramahhh 🙏🏻💯 terima kasih yaa",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2pCTlRHOVFjMGxoTUVSSVYzVXlhbVY1TVRKWlgzYxAB,True,glampingnya nyaman bersih suasana asri pandang indah staffnya ramah bantu kemarin bantu ckeckin mas pian ramahhh terima kasih yaa,2,2,Positive
Glamping Villa by Sabda Alam,Ramdan Nugraha,5.0,4 bulan lalu di Google,"Makan enak semua, pemandangan bagus, pelayananan sangat bagus kamar bersih sukaa",2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2pSWVpuYzJlSFF5T0V4bVVHSnBRbFJoVlVwNU9GRRAB,True,makan enak pandang bagus pelayananan bagus kamar bersih sukaa,2,2,Positive
Glamping Villa by Sabda Alam,nasrul hidayat,5.0,4 bulan lalu di Google,Ramah pihak pelayanan nya mas pian juga baik dalam melayani Pemandangan bagus Sarapan nikmat,2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT2xkR1gxaFZXVjlOYkVNd2FXUk1OMVo1WHpFeFFrRRAB,True,ramah layan nya mas pian layan pandang bagus sarap nikmat,2,2,Positive
Glamping Villa by Sabda Alam,ZayY MnioNs,5.0,4 bulan lalu di Google,Bagus banget tempatnya 😍😍,2026-08-13T17:19:37.831963+00:00,Ci9DQUlRQUNvZENodHljRjlvT21ocldGRm9OVVJ4TkZCQlFWcEllVU5MU2xsek5VRRAB,True,bagus tempat,2,2,Positive
